gene,chr,strand,tss,pileup,utr,transcript
ENSMUSG00000052299,16,-,87432514,183,47,ENSMUST00000039449
ENSMUSG00000052302,10,-,121310993,102,193,ENSMUST00000064107
ENSMUSG00000052305,7,-,103827908,699,33,ENSMUST00000023934
ENSMUSG00000052331,1,-,54926312,19,146,ENSMUST00000044359
ENSMUSG00000052337,6,+,71831404,447,67,ENSMUST00000165331
ENSMUSG00000052374,13,-,12340721,134,221,ENSMUST00000168193
ENSMUSG00000052384,16,-,32165453,51,38,ENSMUST00000115165
ENSMUSG00000052395,14,+,30654401,38,12,ENSMUST00000228686
ENSMUSG00000052397,17,-,6782745,276,102,ENSMUST00000064234
ENSMUSG00000052406,2,-,26964295,158,46,ENSMUST00000136710
ENSMUSG00000052428,1,+,167308761,300,103,ENSMUST00000195015
ENSMUSG00000052456,8,-,85025271,254,6,ENSMUST00000064314
ENSMUSG00000052488,8,-,72475123,225,41,ENSMUST00000212991
ENSMUSG00000052504,16,-,63864151,114,104,ENSMUST00000064405
ENSMUSG00000052539,3,-,104220351,84,385,ENSMUST00000122303
ENSMUSG00000052560,15,-,90679315,160,11,ENSMUST00000088649
ENSMUSG00000052565,13,+,23555037,234,53,ENSMUST00000045301
ENSMUSG00000052566,8,+,84990650,32,58,ENSMUST00000210326
ENSMUSG00000052581,6,+,80018991,235,189,ENSMUST00000147663
ENSMUSG00000052584,14,-,76556669,346,155,ENSMUST00000228524
ENSMUSG00000052593,12,-,21373550,33,118,ENSMUST00000101551
ENSMUSG00000052632,12,+,21111787,85,257,ENSMUST00000050990
ENSMUSG00000052656,6,+,71493882,122,12,ENSMUST00000150069
ENSMUSG00000052676,X,-,135009190,74,216,ENSMUST00000113185
ENSMUSG00000052707,7,+,123124196,85,132,ENSMUST00000206888
ENSMUSG00000052726,1,+,140246055,48,103,ENSMUST00000145077
ENSMUSG00000052727,13,-,99516539,2076,52,ENSMUST00000064762
ENSMUSG00000052730,6,+,48589608,4,69,ENSMUST00000064744
ENSMUSG00000052751,6,+,48593961,92,53,ENSMUST00000135151
ENSMUSG00000052763,6,+,47920613,60,113,ENSMUST00000009411
ENSMUSG00000052785,7,-,102942754,1,179,ENSMUST00000064830
ENSMUSG00000052798,10,-,117792679,42,68,ENSMUST00000167943
ENSMUSG00000052812,12,+,4917368,39,341,ENSMUST00000045664
ENSMUSG00000052833,7,-,16387796,314,46,ENSMUST00000094815
ENSMUSG00000052837,8,-,84978711,181,282,ENSMUST00000064922
ENSMUSG00000052852,6,+,71707880,198,90,ENSMUST00000212792
ENSMUSG00000052889,7,+,122289163,878,182,ENSMUST00000064989
ENSMUSG00000052906,8,-,33641948,92,11,ENSMUST00000095349
ENSMUSG00000052911,9,+,108479895,95,164,ENSMUST00000195483
ENSMUSG00000052914,4,-,96553623,34,172,ENSMUST00000030303
ENSMUSG00000052915,11,+,98795566,61,265,ENSMUST00000037915
ENSMUSG00000052917,16,+,56075466,138,73,ENSMUST00000089360
ENSMUSG00000052920,19,-,31664379,70,98,ENSMUST00000073581
ENSMUSG00000052926,8,-,84966051,28,65,ENSMUST00000128972
ENSMUSG00000052934,8,-,121578767,344,12,ENSMUST00000059018
ENSMUSG00000052942,19,-,28680206,40,129,ENSMUST00000159639
ENSMUSG00000052949,11,-,116412967,302,183,ENSMUST00000100202
ENSMUSG00000052962,6,-,71823760,243,2,ENSMUST00000065103
ENSMUSG00000052997,7,-,34168523,365,13,ENSMUST00000102746
ENSMUSG00000053040,9,-,66834708,41,110,ENSMUST00000169282
ENSMUSG00000053046,7,+,141949734,123,17,ENSMUST00000174309
ENSMUSG00000053062,16,+,84774410,72,77,ENSMUST00000098407
ENSMUSG00000053070,9,-,8042790,101,11,ENSMUST00000215478
ENSMUSG00000053080,19,+,7417630,96,149,ENSMUST00000159348
ENSMUSG00000053110,9,-,8004554,34,164,ENSMUST00000174577
ENSMUSG00000053111,7,+,133776888,23,70,ENSMUST00000121560
ENSMUSG00000053119,6,+,71543933,198,56,ENSMUST00000204199
ENSMUSG00000053137,15,-,89149581,30,68,ENSMUST00000088823
ENSMUSG00000053141,2,-,162661064,140,165,ENSMUST00000109443
ENSMUSG00000053161,1,+,83159776,11,23,ENSMUST00000065436
ENSMUSG00000053175,7,-,19822746,5,69,ENSMUST00000120537
ENSMUSG00000053199,9,+,51765355,240,152,ENSMUST00000065496
ENSMUSG00000053286,1,+,151428667,78,210,ENSMUST00000065625
ENSMUSG00000053289,9,-,53248075,98,72,ENSMUST00000065630
ENSMUSG00000053291,7,-,27178857,214,115,ENSMUST00000153511
ENSMUSG00000053293,5,-,135394525,147,20,ENSMUST00000111171
ENSMUSG00000053310,9,-,37552681,7983,130,ENSMUST00000065668
ENSMUSG00000053317,4,+,47474677,161,74,ENSMUST00000065678
ENSMUSG00000053329,10,-,78169746,357,17,ENSMUST00000001242
ENSMUSG00000053375,17,-,86945050,1,82,ENSMUST00000065758
ENSMUSG00000053390,17,+,32993156,117,82,ENSMUST00000087666
ENSMUSG00000053398,3,-,98339897,148,65,ENSMUST00000065793
ENSMUSG00000053399,8,-,113848788,12,50,ENSMUST00000213078
ENSMUSG00000053411,15,-,79932619,68,103,ENSMUST00000089293
ENSMUSG00000053414,16,+,90386437,32,19,ENSMUST00000065856
ENSMUSG00000053436,17,+,28691439,185,301,ENSMUST00000004990
ENSMUSG00000053460,6,+,72414340,87,67,ENSMUST00000205738
ENSMUSG00000053475,2,+,52038116,139,60,ENSMUST00000065927
ENSMUSG00000053510,4,+,109000696,199,137,ENSMUST00000102736
ENSMUSG00000053536,19,+,31083016,292,50,ENSMUST00000066039
ENSMUSG00000053552,2,+,130295170,33,94,ENSMUST00000110288
ENSMUSG00000053560,8,-,84662829,81,78,ENSMUST00000060427
ENSMUSG00000053565,7,-,28981786,1058,54,ENSMUST00000066070
ENSMUSG00000053600,17,+,32965833,20,76,ENSMUST00000039132
ENSMUSG00000053604,6,-,70792168,19,19,ENSMUST00000066134
ENSMUSG00000053644,18,-,56562221,85,81,ENSMUST00000174518
ENSMUSG00000053684,10,+,121739961,55,15,ENSMUST00000065600
ENSMUSG00000053693,8,-,84937352,501,75,ENSMUST00000109741
ENSMUSG00000053702,2,-,17731071,417,210,ENSMUST00000028080
ENSMUSG00000053716,9,+,106368622,167,10,ENSMUST00000193878
ENSMUSG00000053719,7,+,44012719,5,1,ENSMUST00000048945
ENSMUSG00000053730,4,-,129696817,36,99,ENSMUST00000125445
ENSMUSG00000053746,2,+,32775783,8,3,ENSMUST00000138214
ENSMUSG00000053768,6,-,33060222,134,142,ENSMUST00000127666
ENSMUSG00000053769,3,+,95134348,17,469,ENSMUST00000066386
ENSMUSG00000053774,16,+,32332264,204,24,ENSMUST00000115151
ENSMUSG00000053783,11,+,75999992,37,70,ENSMUST00000066408
ENSMUSG00000053799,19,+,37550452,215,13,ENSMUST00000066439
ENSMUSG00000053819,3,+,126597010,168,430,ENSMUST00000106399
ENSMUSG00000053821,14,-,101730100,2,286,ENSMUST00000066461
ENSMUSG00000053835,17,-,36020526,18,15,ENSMUST00000113760
ENSMUSG00000053838,11,-,6200159,396,25,ENSMUST00000066496
ENSMUSG00000053846,18,-,74961237,6,263,ENSMUST00000066532
ENSMUSG00000053861,18,+,74065097,18,5,ENSMUST00000066583
ENSMUSG00000053870,3,-,155093358,96,2,ENSMUST00000066568
ENSMUSG00000053873,5,+,113357233,3,284,ENSMUST00000066573
ENSMUSG00000053898,7,+,28825357,198,4,ENSMUST00000066264
ENSMUSG00000053907,6,-,72439547,1163,111,ENSMUST00000206692
ENSMUSG00000053916,2,-,151039355,81,29,ENSMUST00000066640
ENSMUSG00000053929,15,-,76659701,148,390,ENSMUST00000066677
ENSMUSG00000053931,3,+,121426547,448,225,ENSMUST00000197135
ENSMUSG00000053963,1,-,180483424,747,95,ENSMUST00000211561
ENSMUSG00000053965,3,+,122730157,12,474,ENSMUST00000200389
ENSMUSG00000054013,12,-,112511125,106,77,ENSMUST00000066791
ENSMUSG00000054027,10,+,86779051,680,59,ENSMUST00000099396
ENSMUSG00000054079,11,-,93885677,66,20,ENSMUST00000066888
ENSMUSG00000054091,3,+,122924397,180,63,ENSMUST00000106429
ENSMUSG00000054117,15,+,88600191,14,273,ENSMUST00000066949
ENSMUSG00000054162,8,+,62951454,193,346,ENSMUST00000119068
ENSMUSG00000054169,7,+,24777260,11,16,ENSMUST00000038069
ENSMUSG00000054204,12,+,30884344,16,440,ENSMUST00000067087
ENSMUSG00000054256,5,+,115429693,32,55,ENSMUST00000150779
ENSMUSG00000054277,15,-,83350189,52,40,ENSMUST00000067215
ENSMUSG00000054280,5,-,32854216,71,94,ENSMUST00000130134
ENSMUSG00000054302,12,-,54695841,105,57,ENSMUST00000161592
ENSMUSG00000054309,12,+,21286387,103,108,ENSMUST00000222474
ENSMUSG00000054351,4,-,88868424,1,45,ENSMUST00000057837
ENSMUSG00000054364,12,-,8499994,502,362,ENSMUST00000067384
ENSMUSG00000054381,7,-,127376014,12,188,ENSMUST00000067425
ENSMUSG00000054385,7,-,25539802,6,38,ENSMUST00000044547
ENSMUSG00000054400,8,+,104250912,18,106,ENSMUST00000212433
ENSMUSG00000054405,4,+,132535579,271,7,ENSMUST00000094657
ENSMUSG00000054408,8,-,54529954,109,49,ENSMUST00000067476
ENSMUSG00000054414,3,-,116007357,37,143,ENSMUST00000067485
ENSMUSG00000054423,14,-,12823052,249,314,ENSMUST00000067491
ENSMUSG00000054428,4,-,132533582,2280,14,ENSMUST00000067496
ENSMUSG00000054434,5,+,123076317,32,110,ENSMUST00000067505
ENSMUSG00000054450,11,+,53479874,18,425,ENSMUST00000067523
ENSMUSG00000054452,10,+,81559569,454,73,ENSMUST00000002518
ENSMUSG00000054455,2,+,173737595,348,98,ENSMUST00000067530
ENSMUSG00000054484,2,+,120977182,37,117,ENSMUST00000139428
ENSMUSG00000054519,11,-,59472451,7,84,ENSMUST00000057799
ENSMUSG00000054619,15,+,100304837,155,10,ENSMUST00000229588
ENSMUSG00000054648,8,-,69710845,2,121,ENSMUST00000080987
ENSMUSG00000054659,4,-,33189413,22,33,ENSMUST00000098181
ENSMUSG00000054679,4,+,33209290,61,16,ENSMUST00000108159
ENSMUSG00000054690,3,+,137341142,80,98,ENSMUST00000197511
ENSMUSG00000054693,9,+,70678981,83,16,ENSMUST00000145377
ENSMUSG00000054716,7,+,127244562,92,432,ENSMUST00000052509
ENSMUSG00000054737,X,-,21062027,74,22,ENSMUST00000115334
ENSMUSG00000054745,18,-,24709508,10,160,ENSMUST00000067987
ENSMUSG00000054746,7,+,120328363,23,307,ENSMUST00000140459
ENSMUSG00000054752,4,+,53631446,72,25,ENSMUST00000162270
ENSMUSG00000054766,2,+,30066453,401,368,ENSMUST00000067996
ENSMUSG00000054792,9,-,110476598,44,4,ENSMUST00000198164
ENSMUSG00000054793,7,+,24482059,182,40,ENSMUST00000068023
ENSMUSG00000054808,7,-,28962278,250,95,ENSMUST00000217157
ENSMUSG00000054814,5,-,74068386,459,101,ENSMUST00000068058
ENSMUSG00000054836,9,+,110305221,44,75,ENSMUST00000198247
ENSMUSG00000054843,19,+,57611051,89,303,ENSMUST00000077282
ENSMUSG00000054855,15,-,98677438,32,89,ENSMUST00000003451
ENSMUSG00000054871,9,-,123260761,245,216,ENSMUST00000068140
ENSMUSG00000054889,13,+,38151279,32,15,ENSMUST00000145151
ENSMUSG00000054931,13,+,21478885,18,208,ENSMUST00000062609
ENSMUSG00000054934,10,-,116473877,165,356,ENSMUST00000068233
ENSMUSG00000054958,4,+,123201484,47,74,ENSMUST00000068262
ENSMUSG00000054986,11,+,4064942,8,10,ENSMUST00000068322
ENSMUSG00000055013,1,+,89455314,96,116,ENSMUST00000190096
ENSMUSG00000055041,15,+,76899942,82,463,ENSMUST00000109793
ENSMUSG00000055044,19,-,40271510,49,69,ENSMUST00000068439
ENSMUSG00000055053,10,-,81427140,72,35,ENSMUST00000078185
ENSMUSG00000055065,15,-,79546545,254,301,ENSMUST00000229877
ENSMUSG00000055067,1,-,179518008,105,57,ENSMUST00000111134
ENSMUSG00000055128,14,+,46832268,38,8,ENSMUST00000226861
ENSMUSG00000055137,13,-,17694749,13,17,ENSMUST00000068545
ENSMUSG00000055184,1,+,131528303,7,398,ENSMUST00000068613
ENSMUSG00000055202,17,-,32809893,18,40,ENSMUST00000080905
ENSMUSG00000055204,5,-,90366180,173,133,ENSMUST00000014421
ENSMUSG00000055210,4,-,114908869,6,48,ENSMUST00000068654
ENSMUSG00000055235,5,-,24730640,35,297,ENSMUST00000068693
ENSMUSG00000055239,6,-,72899805,37,176,ENSMUST00000068697
ENSMUSG00000055240,17,-,33394585,28,77,ENSMUST00000174512
ENSMUSG00000055296,4,-,56947417,144,6,ENSMUST00000068792
ENSMUSG00000055302,5,-,36796703,2057,110,ENSMUST00000068795
ENSMUSG00000055319,7,+,128744979,267,43,ENSMUST00000042942
ENSMUSG00000055371,2,-,52742175,82,75,ENSMUST00000127316
ENSMUSG00000055430,6,-,58907058,1746,91,ENSMUST00000059539
ENSMUSG00000055447,16,+,49855665,556,122,ENSMUST00000230836
ENSMUSG00000055456,11,+,43036054,2,474,ENSMUST00000069051
ENSMUSG00000055480,13,-,67269096,43,60,ENSMUST00000045969
ENSMUSG00000055485,2,-,157079100,33,191,ENSMUST00000069098
ENSMUSG00000055489,7,+,51511175,27,60,ENSMUST00000207717
ENSMUSG00000055491,19,+,46056581,60,10,ENSMUST00000111899
ENSMUSG00000055531,10,-,117376957,415,59,ENSMUST00000176670
ENSMUSG00000055540,16,-,60605274,553,26,ENSMUST00000068860
ENSMUSG00000055541,7,-,4063152,38,50,ENSMUST00000205296
ENSMUSG00000055561,18,+,43963167,15,139,ENSMUST00000069245
ENSMUSG00000055567,1,+,66468264,136,103,ENSMUST00000187179
ENSMUSG00000055594,6,+,133291763,2,488,ENSMUST00000048459
ENSMUSG00000055612,2,+,72476242,7,49,ENSMUST00000102691
ENSMUSG00000055629,7,+,141061018,130,86,ENSMUST00000210203
ENSMUSG00000055633,7,+,5051552,86,437,ENSMUST00000208570
ENSMUSG00000055653,X,-,52613944,34,140,ENSMUST00000114857
ENSMUSG00000055670,11,+,72796222,80,4,ENSMUST00000152481
ENSMUSG00000055681,8,+,70302798,365,9,ENSMUST00000066469
ENSMUSG00000055707,8,-,70476914,118,9,ENSMUST00000209415
ENSMUSG00000055717,14,+,103650239,665,116,ENSMUST00000069443
ENSMUSG00000055723,7,-,114117761,109,258,ENSMUST00000210075
ENSMUSG00000055725,5,-,97111591,148,148,ENSMUST00000069453
ENSMUSG00000055733,X,-,122397353,81,334,ENSMUST00000079490
ENSMUSG00000055782,15,-,91191749,84,141,ENSMUST00000069511
ENSMUSG00000055789,16,-,58638480,1,107,ENSMUST00000053249
ENSMUSG00000055795,18,+,14424837,54,31,ENSMUST00000069552
ENSMUSG00000055817,17,+,83706193,111,65,ENSMUST00000067826
ENSMUSG00000055839,17,-,23829099,962,14,ENSMUST00000069579
ENSMUSG00000055850,6,-,72362371,413,6,ENSMUST00000069595
ENSMUSG00000055884,12,+,65075622,34,84,ENSMUST00000222540
ENSMUSG00000055917,12,-,40445762,230,3,ENSMUST00000069637
ENSMUSG00000055932,8,+,91313567,797,9,ENSMUST00000128081
ENSMUSG00000055943,2,+,112455058,985,10,ENSMUST00000069747
ENSMUSG00000055945,17,+,8340741,91,273,ENSMUST00000163887
ENSMUSG00000055971,11,-,73426178,1,197,ENSMUST00000069790
ENSMUSG00000055976,8,-,35826428,8,96,ENSMUST00000060128
ENSMUSG00000055991,5,+,145204558,43,4,ENSMUST00000162168
ENSMUSG00000056004,5,+,9266161,83,110,ENSMUST00000134991
ENSMUSG00000056014,5,+,138622888,130,1,ENSMUST00000032590
ENSMUSG00000056019,8,+,71881992,21,27,ENSMUST00000034259
ENSMUSG00000056050,1,-,183369531,261,2,ENSMUST00000194543
ENSMUSG00000056054,3,+,90669276,2,266,ENSMUST00000069927
ENSMUSG00000056069,15,-,27681511,52,60,ENSMUST00000100739
ENSMUSG00000056071,3,-,90695665,3,380,ENSMUST00000069960
ENSMUSG00000056076,5,+,140419333,189,28,ENSMUST00000100507
ENSMUSG00000056091,6,+,72097627,208,77,ENSMUST00000069994
ENSMUSG00000056116,17,-,36042708,68,282,ENSMUST00000173280
ENSMUSG00000056121,17,-,78418087,97,4,ENSMUST00000070039
ENSMUSG00000056167,9,-,114640061,160,121,ENSMUST00000215155
ENSMUSG00000056185,19,-,5510459,371,88,ENSMUST00000070172
ENSMUSG00000056201,19,+,5490525,7996,75,ENSMUST00000116560
ENSMUSG00000056204,8,-,70659658,65,15,ENSMUST00000209768
ENSMUSG00000056214,18,+,80046905,20,166,ENSMUST00000070219
ENSMUSG00000056215,6,+,34029455,22,2,ENSMUST00000101564
ENSMUSG00000056228,8,-,11550719,52,42,ENSMUST00000209676
ENSMUSG00000056257,13,+,30974052,8,243,ENSMUST00000070258
ENSMUSG00000056258,15,-,66286788,57,146,ENSMUST00000183354
ENSMUSG00000056260,3,+,106684985,119,2,ENSMUST00000156544
ENSMUSG00000056296,14,+,13284822,847,163,ENSMUST00000070323
ENSMUSG00000056310,5,+,130257068,55,122,ENSMUST00000040213
ENSMUSG00000056313,8,-,24438932,14,36,ENSMUST00000052622
ENSMUSG00000056342,11,+,23306589,115,306,ENSMUST00000130131
ENSMUSG00000056367,5,+,25759981,267,16,ENSMUST00000198693
ENSMUSG00000056383,7,-,41393329,57,100,ENSMUST00000206801
ENSMUSG00000056413,5,-,139325498,123,136,ENSMUST00000110865
ENSMUSG00000056427,11,+,35121104,395,120,ENSMUST00000153098
ENSMUSG00000056429,6,-,72616730,502,8,ENSMUST00000070524
ENSMUSG00000056458,12,-,110840911,63,159,ENSMUST00000070565
ENSMUSG00000056486,2,-,73660354,7797,423,ENSMUST00000102677
ENSMUSG00000056487,15,+,100353205,23,5,ENSMUST00000176287
ENSMUSG00000056493,5,+,142401523,288,1,ENSMUST00000198422
ENSMUSG00000056501,2,+,167688968,107,54,ENSMUST00000070642
ENSMUSG00000056515,17,-,65772630,198,86,ENSMUST00000070673
ENSMUSG00000056544,2,+,152573457,2,312,ENSMUST00000070722
ENSMUSG00000056553,12,+,116485769,824,96,ENSMUST00000190247
ENSMUSG00000056596,4,-,133498516,520,59,ENSMUST00000125541
ENSMUSG00000056665,15,+,74721230,302,65,ENSMUST00000070923
ENSMUSG00000056666,6,+,72598619,77,9,ENSMUST00000176364
ENSMUSG00000056673,Y,+,897800,101,166,ENSMUST00000189069
ENSMUSG00000056679,X,-,152368709,24,5,ENSMUST00000137840
ENSMUSG00000056692,17,-,27820534,59,200,ENSMUST00000075076
ENSMUSG00000056708,1,-,155099617,86,187,ENSMUST00000055322
ENSMUSG00000056724,9,-,110653956,8,9,ENSMUST00000133191
ENSMUSG00000056752,11,-,66168490,46,23,ENSMUST00000080665
ENSMUSG00000056755,6,+,110645600,323,268,ENSMUST00000174018
ENSMUSG00000056812,18,+,64265402,608,70,ENSMUST00000025477
ENSMUSG00000056820,8,+,125013080,193,117,ENSMUST00000212603
ENSMUSG00000056832,6,+,38381522,84,69,ENSMUST00000161751
ENSMUSG00000056854,X,+,110814444,33,21,ENSMUST00000078229
ENSMUSG00000056856,7,+,138940392,104,338,ENSMUST00000171843
ENSMUSG00000056888,10,-,111997231,7,200,ENSMUST00000162508
ENSMUSG00000056895,11,+,58948915,108,25,ENSMUST00000078267
ENSMUSG00000056900,3,+,32817533,35,13,ENSMUST00000156769
ENSMUSG00000056938,11,+,103103098,37,465,ENSMUST00000129870
ENSMUSG00000056941,2,-,153632719,49,42,ENSMUST00000071852
ENSMUSG00000056947,3,+,55782541,10,453,ENSMUST00000075422
ENSMUSG00000056962,11,-,116843317,31,124,ENSMUST00000142495
ENSMUSG00000056966,5,-,137963078,145,181,ENSMUST00000077119
ENSMUSG00000056972,7,+,62377028,59,322,ENSMUST00000080403
ENSMUSG00000056973,8,-,93197752,6,33,ENSMUST00000034172
ENSMUSG00000056978,7,-,30924619,1,484,ENSMUST00000217812
ENSMUSG00000057113,11,-,33163060,1894,81,ENSMUST00000101375
ENSMUSG00000057130,18,+,80206847,271,344,ENSMUST00000145963
ENSMUSG00000057134,10,-,67548967,141,194,ENSMUST00000075686
ENSMUSG00000057147,2,-,114654861,106,8,ENSMUST00000102542
ENSMUSG00000057176,7,-,127588143,19,54,ENSMUST00000072155
ENSMUSG00000057177,7,-,25237786,355,126,ENSMUST00000071739
ENSMUSG00000057181,11,-,80377986,139,5,ENSMUST00000103225
ENSMUSG00000057193,9,+,21320762,116,59,ENSMUST00000217461
ENSMUSG00000057219,11,+,115475716,18,221,ENSMUST00000035240
ENSMUSG00000057228,8,+,60505826,7,106,ENSMUST00000211032
ENSMUSG00000057229,7,+,25619441,191,2,ENSMUST00000077338
ENSMUSG00000057236,4,-,129335329,230,96,ENSMUST00000102598
ENSMUSG00000057278,6,+,86371562,129,21,ENSMUST00000089558
ENSMUSG00000057286,11,-,116694584,18,26,ENSMUST00000079545
ENSMUSG00000057322,11,+,114668596,1636,216,ENSMUST00000082092
ENSMUSG00000057335,1,-,176814082,216,15,ENSMUST00000192664
ENSMUSG00000057363,1,-,43827753,170,45,ENSMUST00000139451
ENSMUSG00000057378,2,-,113217055,109,65,ENSMUST00000208290
ENSMUSG00000057388,17,-,12916087,376,89,ENSMUST00000079121
ENSMUSG00000057396,13,+,67128230,35,79,ENSMUST00000052716
ENSMUSG00000057402,X,-,155125959,1,129,ENSMUST00000076671
ENSMUSG00000057411,17,-,25792351,185,137,ENSMUST00000072735
ENSMUSG00000057421,X,-,95956894,136,46,ENSMUST00000079987
ENSMUSG00000057455,18,-,31317073,392,130,ENSMUST00000082070
ENSMUSG00000057469,12,+,16810972,117,236,ENSMUST00000020908
ENSMUSG00000057497,6,+,86365725,46,8,ENSMUST00000071492
ENSMUSG00000057506,19,-,44146423,64,7,ENSMUST00000079033
ENSMUSG00000057572,4,+,129336039,98,4,ENSMUST00000119480
ENSMUSG00000057594,11,-,120467429,85,6,ENSMUST00000076921
ENSMUSG00000057614,5,-,18360405,382,236,ENSMUST00000074694
ENSMUSG00000057615,X,+,61709512,22,198,ENSMUST00000075983
ENSMUSG00000057649,13,+,73937852,308,42,ENSMUST00000222399
ENSMUSG00000057666,6,-,125165578,8001,285,ENSMUST00000182277
ENSMUSG00000057672,8,-,83699157,72,170,ENSMUST00000005616
ENSMUSG00000057691,6,-,48086529,35,191,ENSMUST00000203609
ENSMUSG00000057706,7,+,82867353,63,298,ENSMUST00000082237
ENSMUSG00000057715,1,+,11414126,200,443,ENSMUST00000137824
ENSMUSG00000057726,13,+,33486182,2,349,ENSMUST00000081927
ENSMUSG00000057766,18,-,12305690,27,59,ENSMUST00000142066
ENSMUSG00000057778,11,-,72795795,59,33,ENSMUST00000079681
ENSMUSG00000057788,8,-,70302447,61,10,ENSMUST00000008004
ENSMUSG00000057835,17,-,55878921,20,59,ENSMUST00000079642
ENSMUSG00000057842,13,-,67332549,9,77,ENSMUST00000168892
ENSMUSG00000057863,17,+,56613428,176,160,ENSMUST00000080492
ENSMUSG00000057897,11,-,6065610,954,72,ENSMUST00000101586
ENSMUSG00000057899,17,-,42719648,2,82,ENSMUST00000113614
ENSMUSG00000057914,2,+,14604238,248,213,ENSMUST00000114723
ENSMUSG00000057963,12,-,102704909,94,93,ENSMUST00000178697
ENSMUSG00000057967,11,-,33147371,18,98,ENSMUST00000020507
ENSMUSG00000057969,9,-,107605135,11,58,ENSMUST00000194433
ENSMUSG00000057982,9,+,22225754,70,76,ENSMUST00000072465
ENSMUSG00000058006,4,+,32657157,127,94,ENSMUST00000071642
ENSMUSG00000058013,5,+,93093536,163,35,ENSMUST00000201700
ENSMUSG00000058057,15,+,100334913,14,17,ENSMUST00000075420
ENSMUSG00000058064,18,+,15832791,1341,3,ENSMUST00000079733
ENSMUSG00000058070,12,+,108423125,70,70,ENSMUST00000130999
ENSMUSG00000058076,1,-,171150584,503,6,ENSMUST00000111336
ENSMUSG00000058093,13,-,67609631,53,53,ENSMUST00000138725
ENSMUSG00000058099,15,-,83033278,9,48,ENSMUST00000100377
ENSMUSG00000058126,14,+,113314637,294,39,ENSMUST00000072359
ENSMUSG00000058135,3,-,108017816,1738,41,ENSMUST00000126593
ENSMUSG00000058145,7,+,66839761,37,75,ENSMUST00000107478
ENSMUSG00000058152,18,+,59175513,40,164,ENSMUST00000080721
ENSMUSG00000058153,5,-,112577159,916,291,ENSMUST00000212480
ENSMUSG00000058239,7,-,30956840,132,37,ENSMUST00000169496
ENSMUSG00000058248,1,+,192190815,79,193,ENSMUST00000078470
ENSMUSG00000058251,10,+,130074240,2,172,ENSMUST00000080460
ENSMUSG00000058267,1,+,160195265,486,2,ENSMUST00000135680
ENSMUSG00000058295,6,+,132595804,25,142,ENSMUST00000178961
ENSMUSG00000058297,10,+,60106247,703,221,ENSMUST00000165024
ENSMUSG00000058301,8,-,70353269,140,276,ENSMUST00000075666
ENSMUSG00000058317,14,-,18893623,118,332,ENSMUST00000151926
ENSMUSG00000058325,7,+,134670709,85,90,ENSMUST00000084488
ENSMUSG00000058331,13,-,67755132,31,64,ENSMUST00000091520
ENSMUSG00000058349,6,+,132802738,1,163,ENSMUST00000068302
ENSMUSG00000058351,14,-,31128889,68,106,ENSMUST00000049732
ENSMUSG00000058385,13,+,23571403,163,30,ENSMUST00000079251
ENSMUSG00000058392,17,+,32036427,52,48,ENSMUST00000151808
ENSMUSG00000058400,3,-,36222264,7,25,ENSMUST00000197447
ENSMUSG00000058420,7,-,118443531,156,183,ENSMUST00000081574
ENSMUSG00000058441,15,+,89059750,194,324,ENSMUST00000162424
ENSMUSG00000058443,9,-,50344964,296,23,ENSMUST00000076364
ENSMUSG00000058446,6,+,54816680,44,236,ENSMUST00000127331
ENSMUSG00000058486,6,-,34910822,136,3,ENSMUST00000146968
ENSMUSG00000058503,5,+,3543848,208,76,ENSMUST00000115527
ENSMUSG00000058558,5,+,107900581,1033,63,ENSMUST00000082223
ENSMUSG00000058569,13,+,55593172,282,2,ENSMUST00000109905
ENSMUSG00000058586,15,+,83100305,37,39,ENSMUST00000078218
ENSMUSG00000058589,10,+,90576751,989,241,ENSMUST00000182960
ENSMUSG00000058600,15,-,34443209,393,164,ENSMUST00000079735
ENSMUSG00000058624,19,-,21472576,673,86,ENSMUST00000087600
ENSMUSG00000058628,9,+,37772267,2,394,ENSMUST00000080634
ENSMUSG00000058638,7,+,12835044,44,439,ENSMUST00000168247
ENSMUSG00000058655,15,+,102073940,710,11,ENSMUST00000229400
ENSMUSG00000058656,15,-,53902477,75,96,ENSMUST00000132059
ENSMUSG00000058672,13,-,34077993,2897,64,ENSMUST00000056427
ENSMUSG00000058706,6,+,72347346,48,63,ENSMUST00000077783
ENSMUSG00000058715,1,-,171234293,279,48,ENSMUST00000079957
ENSMUSG00000058729,1,+,180641359,22,8,ENSMUST00000193892
ENSMUSG00000058740,2,+,25877877,110,4,ENSMUST00000114176
ENSMUSG00000058748,8,+,4613190,108,86,ENSMUST00000202692
ENSMUSG00000058761,7,-,99980439,56,5,ENSMUST00000080817
ENSMUSG00000058773,13,-,21780619,12,65,ENSMUST00000080511
ENSMUSG00000058793,2,+,132263213,313,231,ENSMUST00000147456
ENSMUSG00000058835,2,-,23040143,327,78,ENSMUST00000153931
ENSMUSG00000058856,9,-,39427564,1,495,ENSMUST00000073895
ENSMUSG00000058883,13,-,67081508,14,53,ENSMUST00000109742
ENSMUSG00000058900,13,+,67173145,27,73,ENSMUST00000021997
ENSMUSG00000058927,19,+,24875656,680,97,ENSMUST00000073080
ENSMUSG00000058932,X,+,56447583,5,382,ENSMUST00000079663
